index,Company,TypeName,Inches,screen_type,touchscreen,resolution_width,resolution_height,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,gpu_name,OpSys,Weight,Price
364,Lenovo,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,8,SSD,256,0,Nvidia," GeForce 920MX ",N/A,2.20,26587
365,HP,Notebook,15.6,N/A,0,1366,768,Intel,"Pentium Quad",1.60,8,HDD,2,0,Intel," HD Graphics 405",windows,2.04,20726
366,Dell,Notebook,17.3,"full hd display",0,1920,1080,Intel,"Core i5",1.60,8,Hybrid,128,1,AMD," Radeon 530",windows,2.80,57809
367,Lenovo,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,Hybrid,128,1,Nvidia," GeForce GTX 1050",N/A,2.40,43104
368,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,AMD," Radeon R7 M445",windows,2.33,47899
369,HP,Ultrabook,14,"ips display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,1.36,93240
370,Asus,"2 in 1 Convertible",15.6,"full hd display",1,1920,1080,Intel,"Core i7",2.70,12,Hybrid,512,2,Nvidia," GeForce GT 940MX",windows,2.26,58555
371,Acer,Notebook,15.6,N/A,0,1366,768,AMD,"A9-Series 9420",3.00,4,SSD,128,0,AMD," Radeon R5",windows,2.10,22697
372,Asus,Gaming,17.3,"ips display",0,1920,1080,AMD,"Ryzen 1700",3.00,16,Hybrid,256,1,AMD," Radeon RX 580",windows,3.25,117163
373,Lenovo,Notebook,17.3,N/A,0,1600,900,AMD,"A8-Series 7410",2.20,4,SSD,128,0,AMD," Radeon R5",windows,2.60,26054
374,Dell,"2 in 1 Convertible",13.3,"full hd display",1,1920,1080,Intel,"Core i7",1.80,8,SSD,256,0,Intel," UHD Graphics 620",windows,1.62,46301
375,HP,Notebook,15.6,"full hd display",0,1920,1080,AMD,"A9-Series 9420",3.00,4,SSD,256,0,AMD," Radeon R5",windows,1.91,26053
376,Lenovo,Netbook,11.6,"ips display",0,1366,768,Intel,"Celeron Quad",1.10,4,SSD,128,0,Intel," HD Graphics 500",windows,1.59,29464
377,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Celeron Dual",1.60,4,HDD,500,0,Intel," HD Graphics 400",windows,1.80,16464
378,Asus,Notebook,14,N/A,0,1366,768,Intel,"Celeron Dual",1.10,4,"Flash Storage",32,0,Intel," HD Graphics 500",windows,1.50,15238
379,Acer,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,HDD,1,0,Nvidia," GeForce GTX 1050",linux,2.40,45075
380,HP,Gaming,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.80,8,Hybrid,128,1,Nvidia," GeForce GTX 1050",windows,3.35,63456
381,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i3",2.00,4,SSD,128,0,Intel," HD Graphics 520",N/A,1.85,21498
382,Asus,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.80,8,Hybrid,128,1,Nvidia," GeForce GTX 1060",windows,2.30,88178
383,Lenovo,Notebook,14,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia," GeForce 940MX",windows,1.50,58555
384,Asus,Ultrabook,13.3,"full hd display",1,1920,1080,Intel,"Core i7",2.70,16,SSD,512,0,Intel," HD Graphics 620",windows,1.10,93181
385,Lenovo,Ultrabook,14,"ips display",0,2560,1440,Intel,"Core i7",2.70,8,SSD,512,0,Intel," HD Graphics 620",windows,1.13,121585
386,Lenovo,Notebook,13.3,"ips display",0,1920,1080,Intel,"Core i3",2.40,4,SSD,128,0,Intel," HD Graphics 620",windows,1.50,29251
387,Dell,Workstation,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.60,8,HDD,500,0,AMD," FirePro W5130M",windows,2.23,72940
388,Dell,Workstation,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Nvidia," Quadro M1200",windows,2.00,113753
389,Lenovo,"2 in 1 Convertible",14,"touchscreen display",1,2560,1440,Intel,"Core i7",2.70,16,SSD,512,0,Intel," HD Graphics 620",windows,1.42,133680
390,Asus,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,HDD,1,0,Nvidia," GeForce GTX 1050",windows,3.00,55358
391,Asus,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1050 Ti",windows,3.00,84768
392,Acer,Notebook,15.6,"ips display",0,1366,768,Intel,"Core i5",1.60,12,HDD,1,0,Nvidia," GeForce MX130",windows,2.20,36976
393,MSI,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia," GeForce GTX 1050 Ti",windows,2.70,71875
394,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,AMD," Radeon R7 M445",linux,2.33,41498
395,HP,Ultrabook,15.6,"full hd display",0,1920,1080,AMD,"A9-Series 9420",3.00,4,SSD,256,0,AMD," Radeon 520",windows,1.91,26587
396,Lenovo,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i7",1.80,8,SSD,256,0,AMD," Radeon RX 550",windows,2.10,65511
397,Lenovo,Notebook,14,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.90,49977
398,Dell,Workstation,15.6,"4k display",1,3840,2160,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia," Quadro M1200",windows,1.78,144495
399,Lenovo,Ultrabook,14,"ips display",0,2560,1440,Intel,"Core i7",2.70,16,SSD,1,0,Intel," HD Graphics 620",windows,1.13,139860
400,Lenovo,Notebook,15.6,N/A,0,1366,768,Intel,"Celeron Dual",1.10,4,HDD,1,0,Intel," HD Graphics 500",windows,2.20,16304
401,Asus,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1050",windows,2.90,81465
402,Lenovo,Notebook,25.6,"ips display",0,1920,1080,Intel,"Core i5",1.60,8,Hybrid,256,1,AMD," Radeon RX 550",windows,2.10,60979
403,Acer,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia," GeForce GTX 1050",linux,2.50,46833
404,MSI,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1070",windows,2.80,119827
405,Asus,Ultrabook,14,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,512,0,Intel," HD Graphics 620",windows,1.10,99793
406,Toshiba,Ultrabook,13.3,"full hd display",0,1920,1080,Intel,"Core i7",2.50,16,SSD,512,0,Intel," HD Graphics 520",windows,1.20,93080
407,Dell,Ultrabook,14,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,SSD,512,0,Intel," HD Graphics",windows,1.36,89510
408,Lenovo,Notebook,35.6,"full hd display",0,1920,1080,Intel,"Core i3",2.00,4,HDD,500,0,Intel," HD Graphics 520",windows,2.20,21792
409,Lenovo,Notebook,11.6,N/A,0,1366,768,Intel,"Celeron Dual",1.10,2,"Flash Storage",32,0,Intel," HD Graphics 500",windows,1.15,16221
410,Lenovo,Workstation,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,SSD,512,0,Nvidia," Quadro M1200",windows,2.67,102564
411,Lenovo,Ultrabook,14,"ips display",0,2560,1440,Intel,"Core i7",2.80,8,SSD,512,0,Nvidia," GeForce GT 940MX",windows,1.70,103523
412,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i3",2.00,4,HDD,1,0,AMD," Radeon 520",windows,2.10,24988
413,Acer,"2 in 1 Convertible",13.3,"ips display",1,1920,1080,Intel,"Core i7",2.50,8,SSD,256,0,Intel," HD Graphics 520",windows,1.60,42038
414,Asus,"2 in 1 Convertible",13.3,"ips display",1,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.27,49444
415,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,4,SSD,256,0,AMD," Radeon R5 M430",linux,2.30,31909
416,Dell,Notebook,13.3,N/A,0,1366,768,Intel,"Core i3",2.00,4,SSD,128,0,Intel," HD Graphics 520",windows,1.65,36710
417,HP,Ultrabook,14,"full hd display",0,1920,1080,Intel,"Core i7",2.50,8,SSD,256,0,Intel," HD Graphics 520",windows,1.43,79920
418,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.50,8,HDD,1,0,Intel," HD Graphics 620",windows,2.14,28769
419,Lenovo,Ultrabook,14,"ips display",0,1920,1080,Intel,"Core i7",1.80,8,SSD,256,0,AMD," Radeon RX 550",windows,1.75,64755
420,Lenovo,"2 in 1 Convertible",15.6,"ips display",1,3840,2160,Intel,"Core i7",2.80,16,SSD,512,0,Nvidia," GeForce GTX 1050",windows,2.00,101179
421,Chuwi,Notebook,12.3,"ips display",0,2736,1824,Intel,"Celeron Quad",1.10,6,"Flash Storage",64,0,Intel," HD Graphics 500",windows,1.40,23923
422,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.90,8,SSD,256,0,Intel," HD Graphics 630",windows,2.31,76031
423,Asus,Notebook,35.6,"full hd display",0,1920,1080,Intel,"Core i3",2.40,8,HDD,1,0,Nvidia," GeForce 940MX",linux,2.30,31808
424,Dell,Gaming,27.3,"ips display",0,2560,1440,Intel,"Core i7",2.90,16,Hybrid,256,1,Nvidia," GeForce GTX 1070",windows,4.42,149131
425,Dell,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.80,8,Hybrid,128,1,Nvidia," GeForce GTX 1050 Ti",windows,2.62,61752
426,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",1.80,8,Hybrid,256,2,AMD," Radeon 530",windows,2.02,60867
427,Dell,Ultrabook,14,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,SSD,256,0,Intel," HD Graphics 620",linux,1.60,58555
428,HP,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,12,Hybrid,256,1,Nvidia," GeForce GTX 1070",windows,3.35,106507
429,Mediacom,"2 in 1 Convertible",11.6,"ips display",1,1920,1080,Intel,"Celeron Dual",1.10,4,SSD,32,0,Intel," HD Graphics 500",windows,1.16,15931
430,Samsung,Netbook,11.6,N/A,0,1366,768,Intel,"Celeron Dual",1.60,4,"Flash Storage",16,0,Intel," HD Graphics 400",NULL,1.15,14332
431,Lenovo,Notebook,13.3,"ips display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,1.40,53813
432,Lenovo,Notebook,14,"ips display",0,1920,1080,Intel,"Core i3",2.70,4,SSD,128,0,Intel," HD Graphics 620",windows,1.70,31915
433,Lenovo,Workstation,15.6,"ips display",0,3840,2160,Intel,"Core i7",2.80,16,SSD,512,0,Nvidia," GeForce 940MX",windows,2.30,130270
434,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.90,16,SSD,512,0,Nvidia," Quadro M2200M",windows,2.50,130483
435,Asus,Gaming,17.3,"full hd display",0,1920,1080,AMD,"Ryzen 1600",3.20,8,Hybrid,256,1,AMD," Radeon RX 580",windows,3.20,90310
436,HP,Notebook,15.6,N/A,0,1366,768,Intel,"Celeron Dual",1.60,4,HDD,500,0,Intel," HD Graphics 400",windows,2.10,18488
437,Google,Ultrabook,12.3,"touchscreen display",1,2400,1600,Intel,"Core i7",1.30,16,SSD,512,0,Intel," HD Graphics 615",NULL,1.10,117163
438,Lenovo,Ultrabook,24,N/A,0,2560,1440,Intel,"Core i7",2.70,24,SSD,512,0,Intel," HD Graphics 620",windows,1.32,126913
439,Asus,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,4,SSD,256,0,Intel," HD Graphics 620",linux,2.00,29784
440,Lenovo,Notebook,17.3,N/A,0,1600,900,AMD,"A6-Series 9220",2.50,8,HDD,1,0,AMD," Radeon R4",windows,2.80,27652
441,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",1.60,4,SSD,256,0,AMD," Radeon 530",windows,2.20,39907
442,Lenovo,Ultrabook,12.5,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.36,76137
443,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Pentium Quad",1.10,4,SSD,128,0,Intel," HD Graphics 505",windows,2.20,18595
444,HP,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.80,8,Hybrid,128,1,Nvidia," GeForce GTX 1050",windows,2.20,58555
445,Dell,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i5",2.80,8,SSD,256,0,Nvidia," GeForce 930MX",windows,1.64,62817
446,Acer,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.50,4,HDD,500,0,Intel," HD Graphics 620",linux,2.40,23539
447,Dell,Workstation,15.6,"full hd display",0,1920,1080,Intel,"Xeon E3-1505M",3.00,8,HDD,64,1,Nvidia," Quadro M620",windows,2.23,106187
448,MSI,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia," GeForce GTX 1050",windows,2.20,54758
449,Microsoft,Ultrabook,13.5,"touchscreen display",1,2256,1504,Intel,"Core i7",2.50,16,SSD,512,0,Intel," Iris Plus Graphics 640",windows,1.25,137942
450,HP,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.50,8,SSD,128,0,Intel," HD Graphics 620",windows,1.91,31382
451,Dell,Workstation,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.70,16,SSD,256,0,Nvidia," Quadro M620",windows,2.17,105228
452,HP,Workstation,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.90,8,SSD,512,0,Intel," HD Graphics 620",windows,2.31,81732
453,Lenovo,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.65,71662
454,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",1.80,8,Hybrid,128,1,AMD," Radeon 530",windows,2.36,52161
455,Dell,"2 in 1 Convertible",11.6,"touchscreen display",1,1366,768,Intel,"Pentium Quad",1.60,4,HDD,500,0,Intel," HD Graphics 405",windows,1.47,25521
456,Dell,Notebook,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.70,8,HDD,1,0,Nvidia," GeForce GTX 1060",windows,4.42,109011
457,Microsoft,Ultrabook,13.5,"touchscreen display",1,2256,1504,Intel,"Core M",2.20,4,SSD,128,0,Intel," HD Graphics 615",windows,1.25,52694
458,Microsoft,Ultrabook,33.5,"touchscreen display",1,2256,1504,Intel,"Core i7",2.50,8,SSD,256,0,Intel," Iris Plus Graphics 640",windows,1.25,95851
459,HP,Notebook,17.3,N/A,0,1600,900,Intel,"Core i3",2.00,8,SSD,256,0,Intel," HD Graphics 520",windows,2.50,34094
460,Acer,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i3",2.00,4,HDD,1,0,Nvidia," GeForce 940MX",windows,2.23,28984
461,Acer,Netbook,11.6,N/A,0,1366,768,Intel,"Celeron Dual",1.60,4,SSD,128,0,Intel," HD Graphics 400",windows,1.40,23177
462,Asus,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,HDD,1,0,Intel," HD Graphics 620",windows,2.37,39907
463,Lenovo,Notebook,14,"ips display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,512,0,AMD," Radeon R7 M460",N/A,1.50,42571
464,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.90,8,SSD,256,0,Nvidia," Quadro M2200M",windows,2.67,111355
465,Asus,Notebook,15.6,N/A,0,1366,768,Intel,"Pentium Quad",1.10,4,HDD,500,0,Intel," HD Graphics 500",windows,2.00,16197
466,Acer,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,4,HDD,500,0,Nvidia," GeForce GTX 940MX",windows,2.20,24988
467,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",1.60,8,HDD,2,0,AMD," Radeon 530",windows,2.02,40440
468,HP,Gaming,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.80,12,HDD,1,0,Nvidia," GeForce GTX 1060",windows,3.78,90523
469,Lenovo,Ultrabook,14,"ips display",0,2560,1440,Intel,"Core i7",2.60,12,SSD,256,0,Intel," HD Graphics 520",windows,1.40,98994
470,HP,"2 in 1 Convertible",13.3,"ips display",1,3840,2160,Intel,"Core i7",1.80,8,SSD,512,0,Intel," UHD Graphics 620",windows,1.29,106507
471,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,HDD,500,0,AMD," FirePro W4190M ",windows,1.90,61485
472,Google,Ultrabook,12.3,"touchscreen display",1,2400,1600,Intel,"Core i5",1.20,8,SSD,128,0,Intel," HD Graphics 615",NULL,1.10,67932
473,Dell,Ultrabook,13.3,"full hd display",1,1920,1080,Intel,"Core i5",1.60,8,SSD,256,0,Intel," UHD Graphics 620",windows,1.42,98134
474,Asus,Notebook,15.6,"ips display",0,3840,2160,Intel,"Core i7",2.60,12,Hybrid,128,1,Intel," HD Graphics 530",windows,2.06,69211
475,Dell,Notebook,14,N/A,0,1366,768,Intel,"Core i3",2.30,8,SSD,128,0,Intel," HD Graphics 520",windows,1.79,39427
476,Dell,Workstation,0,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia," Quadro M1200",windows,1.78,128298
477,Lenovo,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,180,0,Intel," HD Graphics 620",windows,1.70,72674
479,Toshiba,Notebook,13.3,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.05,89084
480,Dell,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i7",1.80,8,SSD,512,0,Nvidia," GeForce 940MX",windows,2.16,67239
481,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.40,4,HDD,1,0,Intel," HD Graphics 620",windows,2.18,31254
482,HP,Notebook,13.3,"ips display",0,1920,1080,Intel,"Core i5",1.60,4,SSD,128,0,Intel," UHD Graphics 620",windows,1.49,38681
483,Chuwi,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Atom x5-Z8350",1.44,4,"Flash Storage",64,0,Intel," HD Graphics",windows,1.89,13261
484,Lenovo,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,4,SSD,128,0,Intel," HD Graphics 520",windows,2.30,30103
485,Lenovo,Notebook,14,"ips display",0,1920,1080,Intel,"Core i5",1.60,8,SSD,256,0,Intel," UHD Graphics 620",windows,1.75,55891
486,Dell,Workstation,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.70,16,SSD,512,0,Nvidia," Quadro M620",windows,2.17,124569
487,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,SSD,512,0,Nvidia," GeForce GTX 1050",windows,2.06,101179
488,Lenovo,Ultrabook,12.5,"ips display",0,1920,1080,Intel,"Core i7",2.70,16,SSD,512,0,Intel," HD Graphics 620",windows,1.36,95797
489,Asus,Ultrabook,12.5,"full hd display",0,1920,1080,Intel,"Core i7",2.70,16,SSD,512,0,Intel," HD Graphics 620",windows,0.91,103896
490,Lenovo,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia," GeForce 940MX",windows,2.30,53919
491,Toshiba,Ultrabook,13.3,"full hd display",1,1920,1080,Intel,"Core i7",2.70,32,SSD,512,0,Intel," HD Graphics 620",windows,1.05,149131
492,Asus,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,Hybrid,128,1,Nvidia," GeForce GTX 1050",windows,1.99,71928
493,Acer,Notebook,15.6,N/A,0,1366,768,AMD,"A10-Series 9620P",2.50,8,HDD,1,0,AMD," Radeon RX 540",windows,2.20,30849
494,Asus,Gaming,17.3,"ips display",1,1920,1080,Intel,"Core i7",2.60,24,Hybrid,256,1,Nvidia," GeForce GTX 965M",windows,4.33,67612
495,Lenovo,Ultrabook,12.5,"ips display",0,1366,768,Intel,"Core i5",2.30,8,SSD,180,0,Intel," HD Graphics 520",windows,1.30,58555
496,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",1.80,8,SSD,256,0,Intel," UHD Graphics 620",windows,2.17,47893
497,HP,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,SSD,1,0,Intel," HD Graphics 620",windows,1.48,93187
498,Lenovo,Notebook,13.3,"ips display",0,1920,1080,Intel,"Core i3",2.40,8,SSD,256,0,Intel," HD Graphics 620",windows,1.40,50563
499,Lenovo,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,2.30,48538
500,Asus,Netbook,11.6,N/A,0,1366,768,Intel,"Celeron Dual",1.10,4,"Flash Storage",64,0,Intel," HD Graphics 500",windows,1.20,18115
501,HP,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.50,8,SSD,256,0,AMD," Radeon 520",windows,1.91,32980
502,Lenovo,"2 in 1 Convertible",13.9,"ips display",1,1920,1080,Intel,"Core i5",1.60,8,SSD,256,0,Intel," UHD Graphics 620",windows,1.40,85195
503,Lenovo,Notebook,14,N/A,0,1366,768,Intel,"Celeron Dual",1.10,4,HDD,500,0,Intel," HD Graphics 500",windows,2.10,15931
504,Lenovo,Netbook,11.6,N/A,0,1366,768,Intel,"Celeron Dual",1.60,4,SSD,16,0,Intel," HD Graphics 400",NULL,1.25,14119
505,Lenovo,Notebook,13.3,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.44,50563
506,Asus,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,Hybrid,256,1,Intel," HD Graphics 620",windows,2.00,65215
507,Acer,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i5",1.60,4,HDD,1,0,Nvidia," GeForce MX150",windows,2.20,32661
508,HP,Ultrabook,13.3,"ips display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,512,0,Intel," HD Graphics 620",windows,1.34,70489
509,Lenovo,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.80,8,Hybrid,256,1,Nvidia," GeForce GTX 1060",N/A,2.40,61219
510,Dell,Ultrabook,13.3,"ips display",1,1920,1080,Intel,"Core i5",2.50,8,SSD,128,0,Intel," HD Graphics 620",windows,1.29,47899
511,Acer,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,4,HDD,500,0,Nvidia," GeForce 940MX",windows,2.20,34046
512,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,HDD,1,0,Intel," HD Graphics 620",windows,2.18,44542
513,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",1.80,16,Hybrid,256,2,AMD," Radeon 530",windows,2.20,64961
514,Xiaomi,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i7",1.80,16,SSD,256,0,Nvidia," GeForce MX150",N/A,1.95,74589
515,Asus,Netbook,11.6,N/A,0,1366,768,Intel,"Celeron Dual",1.10,2,"Flash Storage",32,0,Intel," HD Graphics 500",windows,1.10,13054
516,HP,Notebook,15.6,"touchscreen display",1,1366,768,Intel,"Core i5",1.60,4,HDD,1,0,Intel," UHD Graphics 620",windows,2.04,27784
517,Asus,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,24,SSD,512,0,Nvidia," GeForce GTX1080",windows,2.24,158135
518,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia," GeForce 930MX",windows,2.04,47366
519,Asus,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX1050 Ti",windows,3.00,80133
520,Lenovo,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.80,8,Hybrid,256,1,Nvidia," GeForce GTX 1060",windows,3.20,74539
521,HP,Ultrabook,13.3,"ips display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,1.32,74539
522,Dell,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i5",2.60,8,SSD,256,0,Intel," HD Graphics 620",windows,1.64,68184
523,HP,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,4,SSD,128,0,Intel," HD Graphics 520",windows,1.63,36710
524,Dell,Notebook,17.3,"ips display",0,1920,1080,Intel,"Core i5",1.60,8,Hybrid,128,1,AMD," Radeon 530",linux,2.80,47366
525,Lenovo,Notebook,24,"full hd display",0,1920,1080,Intel,"Core i5",2.30,8,SSD,256,0,Intel," HD Graphics 520",windows,2.02,71395
526,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,4,HDD,1,0,Nvidia," GeForce 920MX",windows,2.20,42571
527,Lenovo,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,8,HDD,2,0,Nvidia," GeForce 920MX ",N/A,2.20,24456
528,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,4,HDD,500,0,AMD," Radeon R5 M430",windows,2.30,31169
529,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.80,8,SSD,256,0,Intel," HD Graphics 620",windows,1.90,73367
530,Dell,Gaming,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,128,1,Nvidia," GeForce GTX 1070",windows,4.42,160520
531,Toshiba,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,HDD,500,0,Intel," HD Graphics 620",windows,2.00,45821
532,Asus,Notebook,15.6,"ips display",0,3840,2160,Intel,"Core i7",2.70,8,Hybrid,256,1,Nvidia," GeForce GTX 960M",windows,2.00,69211
533,Mediacom,Notebook,13.3,"ips display",0,1920,1080,Intel,"Celeron Quad",1.10,4,SSD,32,0,Intel," HD Graphics 500",windows,1.20,19660
534,Asus,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,Hybrid,128,1,Nvidia," GeForce GTX 1060",windows,2.30,87859
535,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia," GeForce 930MX",windows,1.93,72940
536,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",1.60,8,SSD,256,0,AMD," Radeon 530",windows,2.20,42486
537,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Pentium Quad",1.60,4,SSD,256,0,Intel," HD Graphics 405",windows,1.86,21258
538,HP,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,12,HDD,1,0,Nvidia," GeForce GTX 1060",windows,2.62,95851
539,Lenovo,Notebook,14,"ips display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Nvidia," GeForce 940MX",windows,1.87,45768
540,Dell,Ultrabook,13.3,"quad display",1,3200,1800,Intel,"Core i7",1.80,8,SSD,256,0,Intel," UHD Graphics 620",windows,1.20,74539
541,Dell,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i3",2.00,4,SSD,128,0,Intel," HD Graphics 520",windows,1.60,39207
